"","primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura"
"1393","BRUNO","YARTO","JOSE","FELIPE","Partido Nacional",42
"1394","BRUSCHERA",NA,"OSCAR",NA,"Frente Amplio",41
"1395","BRUSCO",NA,"ALEJANDRO",NA,"Partido Nacional",47
"1396","BRUSCO",NA,"WILSON",NA,"Partido Nacional",48
"1397","BRUSSONI",NA,"FELIPE",NA,"Partido Nacional",43
"1398","BRUZZONE",NA,"CARMEN",NA,"Nuevo Espacio",44
"1399","BUCHELI",NA,"OSCAR",NA,"Partido Nacional",47
"1400","BUELA",NA,"JUAN","G.","Partido Nacional",21
"1401","BUENAFAMA",NA,"EUFEMIO",NA,"Partido Nacional",21
"1402","BUENAFAMA",NA,"EUFEMIO",NA,"Partido Nacional",22
"1403","BUENO",NA,"ROSARIO",NA,"Partido Colorado",45
"1404","BUENO",NA,"VELARDES",NA,"Partido Colorado",44
"1405","BUENO",NA,"FLAVIA",NA,"Partido Nacional",48
"1406","BUERO",NA,"ENRIQUE","E.","Partido Colorado",27
"1407","BUERO",NA,"JUAN","ANTONIO","Partido Colorado",25
"1408","BUERO",NA,"JUAN","ANTONIO","Partido Colorado",26
"1409","BUERO",NA,"JUAN","ANTONIO","Partido Colorado",28
"1410","BUERO",NA,"JUAN","ANTONIO","Partido Colorado",29
"1411","BUERO",NA,"JUAN","ANTONIO","Partido Colorado",32
"1412","BUERO",NA,"JUAN","ANTONIO","Partido Colorado",33
"1413","BUERO",NA,"JUAN","A.","Partido Colorado",26
"1414","BUERO","ALVAREZ","ENRIQUE",NA,"Movimiento Renovador",37
"1415","BUONOMO",NA,"ALBERTO",NA,"Partido Colorado",44
"1416","BUQUET",NA,"SEBASTIAN",NA,"Partido Colorado",31
"1417","BUQUET",NA,"SEBASTIAN",NA,"Partido Colorado",32
"1418","BUQUET",NA,"SEBASTIAN",NA,"Partido Colorado",26
"1419","BURANELLI",NA,"MIGUEL",NA,"Partido Nacional",29
"1420","BURANELLI",NA,"MIGUEL",NA,"Partido Nacional",30
"1421","BURANELLI",NA,"MIGUEL",NA,"Partido Nacional",31
"1422","BURANELLI",NA,"MIGUEL",NA,"Partido Nacional",32
"1423","BURANELLI",NA,"MIGUEL",NA,"Partido Nacional",33
"1424","BURGEÑO",NA,"GUILLERMO",NA,"Partido Colorado",47
"1425","BURGOS","MORALES","MODESTO",NA,"Partido Nacional",37
"1426","BURGOS",NA,"JUAN","JOSE","Partido Nacional",39
"1427","BURGOS","MORALES","MODESTO",NA,"Partido Nacional",39
"1428","BURGOS",NA,"JUAN","JOSE","Partido Nacional",40
"1429","BURGOS",NA,"JUAN","JOSE","Partido Nacional",41
"1430","BURGOS",NA,"JUAN","JOSE","Partido Nacional",22
"1431","BURGUEÑO",NA,"GUILLERMO",NA,"Partido Nacional",48
"1432","BURGUEÑO","MIGUEL","DOMINGO",NA,"Partido Nacional",44
"1433","BURGUEÑO","MIGUEL","DOMINGO",NA,"Partido Nacional",22
"1434","BURMESTER",NA,"CARLOS",NA,"Partido Colorado",24
"1435","BURMESTER",NA,"GUILLERMO",NA,"Partido Nacional",26
"1436","BURMESTER",NA,"GUILLERMO",NA,"Partido Nacional",27
"1437","BURMESTER",NA,"GUILLERMO",NA,"Partido Nacional",28
"1438","BURWOOD",NA,"CRISTINA",NA,"Partido Nacional",47
"1439","BUSCARONS","DOTTA","EDGARDO",NA,"Partido Colorado",36
"1440","BUSCASSO",NA,"FLAVIO",NA,"Partido Colorado",42
"1441","BUSOLLO",NA,"EDUARDO",NA,"Partido Frente Amplio",48
"1442","BUSTELO",NA,"CESAR",NA,"Partido Colorado",41
"1443","BUSTILLO",NA,"FRANCISCO",NA,"Partido Nacional",26
"1444","BUSTILLO",NA,"FRANCISCO",NA,"Partido Nacional",29
"1445","BUSTILLO",NA,"FRANCISCO",NA,"Partido Nacional",30
"1446","BUSTILLO",NA,"FRANCISCO",NA,"Partido Nacional",31
"1447","BUSTILLO",NA,"FRANCISCO",NA,"Partido Nacional",49
"1448","BUSTOS",NA,"JOSE","RAUL","Partido Colorado",44
"1449","BUTLER",NA,"CARLOS",NA,"Partido Nacional",32
"1450","BUTLER",NA,"CARLOS",NA,"Partido Nacional",33
"1451","CABALEIRO",NA,"JUAN",NA,"Partido de los Trabajadores",38
"1452","CABALLERO",NA,"EDUARDO",NA,"Partido Colorado",26
"1453","CABALLERO",NA,"JOSE","M.","Partido Colorado",45
"1454","CABALLERO",NA,"WILMAN",NA,"Cabildo Abierto",49
"1455","CABRAL",NA,"ANTONIO",NA,"Partido Colorado",22
"1456","CABRAL",NA,"EDUARDO",NA,"Partido Frente Amplio",48
"1457","CABRERA",NA,"CARMELO",NA,"Partido Nacional",30
"1458","CABRERA",NA,"CARMELO",NA,"Partido Nacional",31
"1459","CABRERA",NA,"CARMELO",NA,"Partido Nacional",32
"1460","CABRERA",NA,"CARMELO",NA,"Partido Nacional",33
"1461","CABRERA",NA,"RAQUEL",NA,"Frente Amplio",41
"1462","CABRERA","GIORDANO","CARMELO",NA,"Partido Colorado",41
"1463","CABRERA","MARTINEZ","SEVERINO",NA,"Partido Nacional",32
"1464","CABRERA",NA,"PILAR",NA,"Partido Colorado",26
"1465","CABRERA",NA,"AMABEL",NA,"Partido Colorado",45
"1466","CABRERA",NA,"RAMON",NA,"Partido Frente Amplio",47
"1467","CABRERA",NA,"ROBERTO",NA,"Partido Frente Amplio",47
"1468","CABRERA",NA,"ZULLY",NA,"Partido Frente Amplio",47
"1469","CABRERA",NA,"ARMANDO",NA,"Partido Frente Amplio",47
"1470","CABRERA",NA,"JORGE",NA,"Partido Frente Amplio",48
"1471","CABRERA",NA,"FERNANDO",NA,"Partido Frente Amplio",48
"1472","CABRERA",NA,"CESAR",NA,"Partido Colorado",44
"1473","CACERES",NA,"LUCIO",NA,"Partido Colorado",45
"1474","CACERES",NA,"GRACIELA",NA,"Frente Amplio",47
"1475","CACERES",NA,"LUCIO",NA,"Partido Colorado",44
"1476","CACERES",NA,"SERGIO",NA,"Partido Frente Amplio",47
"1477","CACHEIRA","FERREIRA","MANUEL",NA,"Partido Colorado",28
"1478","CACHON",NA,"JUAN","ANDRES","Partido Colorado",23
"1479","CACHON",NA,"JUAN","ANDRES","Partido Colorado",24
"1480","CACHON",NA,"JUAN","ANDRES","Partido Colorado",27
"1481","CADENAS","BOIX","ENRIQUE",NA,"Partido Nacional",42
"1482","CADENAS","BOIX","ENRIQUE",NA,"Partido Nacional",43
"1483","CAETANO",NA,"BELARMINO",NA,"Partido Nacional",21
"1484","CAETANO",NA,"BELARMINO",NA,"Partido Nacional",22
"1485","CAETANO","NUÑEZ","EVIO",NA,"Partido Nacional",39
"1486","CAETANO",NA,"DARMI",NA,"Partido Nacional",39
"1487","CAGGIANI",NA,"DANIEL",NA,"Frente Amplio",49
"1488","CAGGIANI",NA,"DANIEL",NA,"Frente Amplio",47
"1489","CAGGIANI",NA,"DANIEL",NA,"Frente Amplio",48
"1490","CAIRO",NA,"DANIEL",NA,"Partido Colorado",44
"1491","CAIRO",NA,"CECILIA",NA,"Frente Amplio",49
"1492","CAIZAS",NA,"MANUEL",NA,"Partido Nacional",24
"1493","CAIZAS",NA,"MANUEL",NA,"Partido Nacional",27
"1494","CAL","JOHNSTON","ROBERTO",NA,"Partido Nacional",44
"1495","CAL",NA,"SEBASTIAN",NA,"Cabildo Abierto",49
"1496","CALABUIG",NA,"GASTON",NA,"Partido Frente Amplio",47
"1497","CALCAGNO",NA,"SONIA",NA,"Frente Amplio",43
"1498","CALCAGNO",NA,"SANTIAGO",NA,"Partido Colorado",27
"1499","CALCINARDI",NA,"JUSTO",NA,"Partido Nacional",29
"1500","CALCINARDI",NA,"JUSTO",NA,"Partido Nacional",31
"1501","CALLERIZA",NA,"OSCAR",NA,"Partido Colorado",33
"1502","CALLERIZA",NA,"OSCAR",NA,"Partido Colorado",34
"1503","CALLERIZA",NA,"OSCAR",NA,"Partido Colorado",35
"1504","CALLEROS","GUICHON","LIZARDO",NA,"Partido Colorado",33
"1505","CALLORDA",NA,"PEDRO","ERASMO","Partido Colorado",24
"1506","CALLORDA",NA,"ARIEL",NA,"Partido Nacional",38
"1507","CALLORDA","FERNANDEZ","JULIO",NA,"Partido Colorado",38
"1508","CALLORDA",NA,"JULIO",NA,"Partido Colorado",39
"1509","CALO",NA,"EMILIO",NA,"Partido Nacional",26
"1510","CALVO",NA,"DALILA",NA,"Partido por la Seguridad Social",43
"1511","CAMACHO",NA,"EDISON",NA,"Partido Nacional",30
"1512","CAMACHO",NA,"EDISON",NA,"Partido Nacional",31
"1513","CAMACHO",NA,"NORA",NA,"Partido Frente Amplio",47
"1514","CAMARAN",NA,"SUSANA",NA,"Partido Frente Amplio",47
"1515","CAMARAN",NA,"SUSANA",NA,"Partido Frente Amplio",48
"1516","CAMARGO",NA,"NAZMI",NA,"Cabildo Abierto",49
"1517","CAMBIASSO",NA,"PIO","R.","Partido Colorado",33
"1518","CAMBIASSO",NA,"RODOLFO",NA,"Partido Colorado",44
"1519","CAMBIASSO",NA,"FRANCISCO",NA,"Partido Nacional",29
"1520","CAMBIASSO",NA,"PIO","R.","Partido Colorado",31
"1521","CAMBIASSO",NA,"FRANCISCO","P.","Partido Nacional",31
"1522","CAMBRE",NA,"ALCIDES",NA,"Partido Colorado",37
"1523","CAMEJO",NA,"ANA",NA,"Partido Nacional",48
"1524","CAMELO",NA,"CARLOS",NA,"Partido Nacional",47
"1525","CAMELO",NA,"CARLOS","E.","Partido Nacional",48
"1526","CAMI","ARGUINARENA","ROGELIO",NA,"Partido Nacional",36
"1527","CAMPAL",NA,"ESTEBAN",NA,"Partido Colorado",38
"1528","CAMPAL",NA,"ESTEBAN","F.","Partido Colorado",38
"1529","CAMPANELLA",NA,"WALTER","HUGO","Partido Nacional",47
"1530","CAMPANELLA",NA,"WALTER","HUGO","Partido Nacional",44
"1531","CAMPERO",NA,"DANIEL","M.","Partido Frente Amplio",48
"1532","CAMPISTEGUY",NA,"JUAN",NA,"Partido Colorado",22
"1533","CAMPISTEGUY",NA,"JUAN",NA,"Partido Colorado",23
"1534","CAMPISTEGUY",NA,"JUAN",NA,"Partido Colorado",27
"1535","CAMPISTEGUY",NA,"JUAN",NA,"Partido Colorado",21
"1536","CAMPISTEGUY",NA,"JUAN",NA,"Partido Colorado",29
"1537","CAMPOMAR",NA,"JORGE",NA,"Partido Nacional",44
"1538","CAMPOS",NA,"ALFREDO","R.",NA,33
"1539","CAMPOS",NA,"ALFREDO","R.","Partido Colorado",34
"1540","CAMPOS",NA,"MARTINA",NA,NA,48
"1541","CAMPS",NA,"MARIO",NA,"Partido Nacional",31
"1542","CAMPS",NA,"MARIO",NA,"Partido Nacional",32
"1543","CAMPS",NA,"MARIO",NA,"Partido Nacional",33
"1544","CAMPS",NA,"MARIO",NA,"Partido Nacional",29
"1545","CAMPS","OLIVERA","ARNOLDO",NA,"Partido Nacional",38
"1546","CAMY",NA,"CARLOS",NA,"Partido Nacional",49
"1547","CAMY","ARGUINARENA","ROGELIO",NA,"Partido Nacional",37
"1548","CAMY",NA,"ROGELIO",NA,"Partido Nacional",38
"1549","CANABAL",NA,"RODOLFO",NA,"Partido Nacional",42
"1550","CANESSA",NA,"ALBERTO","F.","Partido Colorado",22
"1551","CANESSA",NA,"ALBERTO","F.","Partido Colorado",23
"1552","CANESSA",NA,"ALBERTO","F.","Partido Colorado",24
"1553","CANESSA",NA,"ALBERTO","F.","Partido Colorado",25
"1554","CANESSA",NA,"ALBERTO","F.","Partido Colorado",26
"1555","CANESSA",NA,"ALBERTO","F.","Partido Colorado",27
"1556","CANESSA",NA,"ALBERTO","F.","Partido Colorado",28
"1557","CANESSA",NA,"CESAR","S.","Partido Colorado",27
"1558","CANESSA",NA,"CESAR","S.","Partido Colorado",28
"1559","CANESSA",NA,"JUAN","FRANCISCO","Partido Colorado",32
"1560","CANESSA",NA,"JULIO","CESAR","Partido Colorado",32
"1561","CANESSA",NA,"JULIO","CESAR","Partido Colorado",33
"1562","CANESSA",NA,"OSCAR","V.","Partido Colorado",33
"1563","CANESSA",NA,"JULIO","C.","Partido Colorado",33
"1564","CANESSA",NA,"ROBERTO",NA,"Partido Azul",43
"1565","CANET",NA,"BRUM",NA,"Frente Amplio",44
"1566","CANET",NA,"BRUM",NA,"Frente Amplio",45
"1567","CANFIELD",NA,"FEDERICO",NA,"Partido Colorado",21
"1568","CANFIELD",NA,"FEDERICO",NA,"Partido Colorado",22
"1569","CANFIELD",NA,"FEDERICO",NA,"Partido Colorado",23
"1570","CANO",NA,"CRISTOBAL",NA,"Partido Colorado",41
"1571","CANONIERO",NA,"PEDRO",NA,"Partido Frente Amplio",48
"1572","CANOSA",NA,"ISIDORO",NA,"Partido Colorado",24
"1573","CANOSA",NA,"ISIDORO",NA,"Partido Colorado",25
"1574","CANTERO",NA,"FITZGERALD",NA,"Partido Colorado",47
"1575","CANTON",NA,"MARIO",NA,"Partido Colorado",40
"1576","CANTON",NA,"MARIO",NA,"Partido Colorado",41
"1577","CANTON",NA,"MARIO",NA,"Partido Colorado",42
"1578","CANTON",NA,"MARIO",NA,"Partido Colorado",43
"1579","CAPANO",NA,"FRANCISCO","M.","Partido Nacional",39
"1580","CAPECE",NA,"RAFAEL","A.","Partido Colorado",36
"1581","CAPECHE",NA,"CAYETANO",NA,"Partido Colorado",41
"1582","CAPECHE",NA,"CAYETANO",NA,"Partido Colorado",42
"1583","CAPECHE",NA,"CAYETANO",NA,"Partido Colorado",43
"1584","CAPECHE",NA,"EUGENIO","PIO","Partido Colorado",39
"1585","CAPECHE",NA,"EUGENIO","PIO","Partido Colorado",40
"1586","CAPECHE",NA,"EUGENIO","PIO","Partido Colorado",41
"1587","CAPECHE",NA,"EUGENIO","PIO","Partido Colorado",42
"1588","CAPILLAS",NA,"CORALIO",NA,"Partido Nacional",26
"1589","CAPILLERA",NA,"ELSA",NA,"Cabildo Abierto",49
"1590","CAPORALE",NA,"MARCELO",NA,"Partido Colorado",47
"1591","CAPPOZOLI",NA,"JOSE","A.","Partido Colorado",34
"1592","CAPURRO",NA,"FEDERICO",NA,"Partido Colorado",21
"1593","CAPURRO",NA,"FEDERICO","EDUARDO","Partido Colorado",34
"1594","CAPURRO",NA,"JUAN","ALBERTO","Partido Colorado",21
"1595","CAPURRO",NA,"JUAN","A.","Partido Colorado",21
"1596","CAPURRO",NA,"FEDERICO","E.","Partido Colorado",31
"1597","CAPUTI",NA,"AGUSTIN","C.","Partido Colorado",36
"1598","CAPUTI",NA,"AGUSTIN","C.","Partido Colorado",37
"1599","CAPUTI",NA,"AGUSTIN","C.","Partido Colorado",38
"1600","CAPUTI",NA,"AGUSTIN","C.","Partido Colorado",39
"1601","CAPUTI",NA,"AGUSTIN","C.","Partido Colorado",40
"1602","CAPUTI",NA,"AGUSTIN","C.","Partido Colorado",41
"1603","CAPUTTI",NA,"TABARE",NA,"Frente Amplio",42
"1604","CAPUTTI",NA,"TABARE",NA,"Partido por el Gobierno del Pueblo",43
"1605","CARABALLO",NA,"HUGO",NA,"Partido Liberal",38
"1606","CARABALLO","ACOSTA","RAUL","GUILLERMO","Frente Amplio",48
"1607","CARAM",NA,"RODOLFO",NA,"Partido Nacional",47
"1608","CARAM","MURILLO","PABLO","ESTEBAN","Partido Nacional",48
"1609","CARAM",NA,"PABLO",NA,"Partido Nacional",49
"1610","CARAMBULA",NA,"AURELIO",NA,"Partido Colorado",30
"1611","CARAMBULA",NA,"FELISBERTO","F.","Partido Colorado General Fructuoso Rivera",29
"1612","CARAMBULA",NA,"FELISBERTO","F.","Partido Colorado General Fructuoso Rivera",30
"1613","CARAMBULA",NA,"FELISBERTO","F.","Partido Colorado General Fructuoso Rivera",32
"1614","CARAMBULA","GARCIA","BENIGNO",NA,"Partido Colorado",32
"1615","CARAMBULA",NA,"GONZALO",NA,"Frente Amplio",42
"1616","CARAMBULA",NA,"GONZALO",NA,"Frente Amplio",43
"1617","CARAMBULA",NA,"MARCOS",NA,"Frente Amplio",42
"1618","CARAMBULA",NA,"MARCOS",NA,"Frente Amplio",43
"1619","CARAMBULA",NA,"MARCOS",NA,"Frente Amplio",48
"1620","CARAMBULA",NA,"MARCOS",NA,"Frente Amplio",46
"1621","CARAMBULA",NA,"AURELIO",NA,"Partido Colorado",29
"1622","CARAMBULA",NA,"ANTONIO",NA,"Partido Colorado",33
"1623","CARAMBULA",NA,"IVAN",NA,"Partido Colorado",34
"1624","CARAMBULA",NA,"MARCOS",NA,"Frente Amplio",47
"1625","CARAVIA",NA,"NORBERTO","J.","Partido Nacional",36
"1626","CARAVIA",NA,"NORBERTO","J.","Partido Nacional",37
"1627","CARBAJAL","VICTORICA","JUAN","J.","Partido Colorado",30
"1628","CARBAJAL","VICTORICA","JUAN","J.","Partido Colorado",31
"1629","CARBAJAL","VICTORICA","JUAN",NA,"Partido Colorado",34
"1630","CARBAJAL",NA,"HECTOR",NA,"Partido Frente Amplio",48
"1631","CARBALLA",NA,"JUAN","B.","Union Civica",35
"1632","CARBALLO",NA,"FERNANDO","J.","Partido Nacional",30
"1633","CARBALLO",NA,"FERNANDO","J.","Partido Nacional",31
"1634","CARBALLO",NA,"FERNANDO","J.","Partido Nacional",32
"1635","CARBALLO",NA,"FERNANDO","J.","Partido Nacional",36
"1636","CARBALLO",NA,"FELIPE",NA,"Frente Amplio",45
"1637","CARBALLO",NA,"FELIPE",NA,"Frente Amplio",47
"1638","CARBALLO",NA,"FELIPE",NA,"Frente Amplio",48
"1639","CARBALLO",NA,"FELIPE",NA,"Frente Amplio",49
"1640","CARBONARO",NA,"ANTONIO",NA,"Partido Colorado",41
"1641","CARBONE",NA,"CARMELO","L.","Partido Colorado",36
"1642","CARBONE",NA,"ENRIQUE",NA,"Partido Nacional",43
"1643","CARBONE",NA,"ALVARO",NA,"Partido Nacional",43
"1644","CARBONE",NA,"ALVARO",NA,"Partido Nacional",44
"1645","CARBONELL","DEBALI","ARTURO",NA,"Partido Colorado",33
"1646","CARBONELL","Y MIGAL","JORGE",NA,"Partido Colorado",31
"1647","CARBONELL","Y MIGAL","JORGE",NA,"Partido Colorado",34
"1648","CARBONELL","Y MIGAL","JORGE",NA,"Partido Colorado",35
"1649","CARBONELL","Y MIGAL","JORGE",NA,"Partido Colorado",36
"1650","CARDOSO",NA,"ALFONSO",NA,"Partido Colorado",39
"1651","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",33
"1652","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",34
"1653","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",35
"1654","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",36
"1655","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",37
"1656","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",38
"1657","CARDOSO",NA,"JOSE","PEDRO","Frente Amplio",42
"1658","CARDOSO",NA,"GERMAN",NA,"Partido Colorado",45
"1659","CARDOSO",NA,"GERMAN",NA,"Partido Colorado",46
"1660","CARDOSO",NA,"GERMAN",NA,"Partido Colorado",47
"1661","CARDOSO",NA,"GERMAN",NA,"Partido Colorado",48
"1662","CARDOSO",NA,"GERMAN",NA,"Partido Colorado",49
"1663","CARDOSO",NA,"JOSE","CARLOS","Partido Nacional",47
"1664","CARDOSO",NA,"JOSE","CARLOS","Partido Nacional",48
"1665","CARDOSO",NA,"EISENHOWER",NA,"Partido Colorado",46
"1666","CARDOSO",NA,"EISENHOWER",NA,"Partido Colorado",45
"1667","CARDOSO",NA,"JOSE","PEDRO","Partido Socialista",39
"1668","CARDOZO","FERREIRA","JULIO",NA,"Partido Nacional",45
"1669","CARDOZO","FERREIRA","JULIO",NA,"Partido Nacional",46
"1670","CARDOZO",NA,"JOSE","CARLOS","Partido Nacional",44
"1671","CARDOZO",NA,"JOSE","CARLOS","Partido Nacional",46
"1672","CARDOZO","SILVA","JOSE",NA,"Partido Nacional",43
"1673","CARDOZO","BROVETTO","EDUARDO",NA,"Partido Colorado",37
"1674","CARDOZO","BROVETTO","EDUARDO",NA,"Partido Colorado",38
"1675","CARDOZO","BROVETTO","EDUARDO",NA,"Partido Colorado",39
"1676","CARDOZO","BROVETTO","EDUARDO",NA,"Partido Colorado",40
"1677","CARDOZO","BROVETTO","EDUARDO",NA,"Partido Colorado",41
"1678","CARDOZO",NA,"JOSE","CARLOS","Partido Nacional",45
"1679","CARDOZO",NA,"JUSTO",NA,"Partido Colorado",40
"1680","CARDOZO","PIOLI","SILVIO",NA,"Partido Nacional",43
"1681","CARDOZO",NA,"ADEMAR",NA,"Partido Frente Amplio",47
"1682","CARDOZO",NA,"LAVALLEJA",NA,"Partido Frente Amplio",47
"1683","CARDOZO","GALO","OSCAR",NA,"Partido Frente Amplio",47
"1684","CARDOZO",NA,"ANA",NA,"Partido Frente Amplio",48
"1685","CARDOZO",NA,"ADEMAR",NA,"Partido Frente Amplio",48
"1686","CARDOZO",NA,"CESAR",NA,"Partido Nacional",48
"1687","CARDOZO",NA,"AMADEO",NA,"Partido Nacional",31
"1688","CARESANI",NA,"HOLF",NA,"Partido Colorado",38
"1689","CARESANI","MESA","HOLF",NA,"Partido Nacional",43
"1690","CARLOS","GARCIA","JUAN",NA,"Partido Frente Amplio",47
"1691","CARLOS","LOPEZ","LUIS",NA,"Partido Frente Amplio",48
"1692","CARLOS","TADDEO","JOSE",NA,"Partido Frente Amplio",48
"1693","CARMINATTI",NA,"MARIO",NA,"Partido Colorado",45
"1694","CARMINATTI",NA,"RUBEN",NA,"Partido Colorado",45
"1695","CARMINATTI",NA,"MARIO",NA,"Partido Colorado",42
"1696","CARMINATTI",NA,"MARIO",NA,"Partido Colorado",43
"1697","CARNALES","MIRABALLES","ADHEMAR",NA,"Partido Colorado",41
"1698","CARNELLI",NA,"ABELARDO",NA,"Partido Colorado",28
"1699","CARNELLI",NA,"ABELARDO",NA,"Partido Colorado",29
"1700","CARNELLI",NA,"ABELARDO",NA,"Partido Colorado",32
"1701","CARNELLI",NA,"JOSE",NA,"Partido Nacional",26
"1702","CARNELLI",NA,"LORENZO",NA,"Partido Nacional",26
"1703","CARNELLI",NA,"LORENZO",NA,"Partido Nacional",27
"1704","CARNELLI",NA,"LORENZO",NA,"Partido Nacional",28
"1705","CARNELLI",NA,"LORENZO",NA,"Partido Radicalismo Blanco",29
"1706","CARNELLI",NA,"LORENZO",NA,"Partido Radicalismo Blanco",30
"1707","CAROTTA",NA,"FERNANDO",NA,"Partido de la Gente",48
"1708","CARPELLINO",NA,"SERGIO",NA,"Partido Nacional",48
"1709","CARRAU",NA,"ALVARO",NA,"Partido Nacional",43
"1710","CARRERA",NA,"CHARLES",NA,"Frente Amplio",49
"1711","CARRERA",NA,"RUBEN",NA,"Partido Frente Amplio",48
"1712","CARRERE","FERBER","JUSTINO",NA,"Partido Colorado",43
"1713","CARRERE","SAPRIZA","JUSTINO",NA,"Partido Colorado",35
"1714","CARRERE","SAPRIZA","JUSTINO",NA,"Partido Colorado",36
"1715","CARRERE","SAPRIZA","JUSTINO",NA,"Partido Colorado",39
"1716","CARRERE","SAPRIZA","JUSTINO",NA,"Partido Colorado",40
"1717","CARRERE","SAPRIZA","JUSTINO",NA,"Partido Colorado",41
"1718","CARRERE","SAPRIZA","JUSTINO",NA,"Partido Colorado",42
"1719","CARRERO","GONZALEZ","DANIEL",NA,"Partido Nacional",44
"1720","CARRESE",NA,"LUIS","ALBERTO","Partido Colorado",38
"1721","CARRESE",NA,"LUIS","ALBERTO","Partido Colorado",39
"1722","CARRESE",NA,"LUIS","ALBERTO","Partido Colorado",40
"1723","CARRESE",NA,"LUIS","ALBERTO","Partido Colorado",41
"1724","CARRESSE",NA,"LUIS","ALBERTO","Partido Colorado",37
"1725","CARRO",NA,"NOELIA",NA,"Partido Nacional",48
"1726","CARTOLANO",NA,"DONATO",NA,"Partido Colorado",35
"1727","CARTOLANO",NA,"DONATO",NA,"Partido Colorado",36
"1728","CARTOLANO",NA,"DONATO",NA,"Partido Colorado",37
"1729","CARTOLANO",NA,"DONATO",NA,"Partido Colorado",38
"1730","CARTOLANO",NA,"DONATO",NA,"Partido Colorado",39
"1731","CARTOLANO",NA,"DONATO",NA,"Partido Colorado",41
"1732","CARUSO",NA,"FRANCISCO",NA,"Partido Nacional",38
"1733","CARVALHO",NA,"EDGARDO",NA,"Nuevo Espacio",44
"1734","CARVALHO",NA,"EDGARDO",NA,"Nuevo Espacio",45
"1735","CARVALHO","LERENA","ANTONIO",NA,"Partido Colorado",22
"1736","CARVALHO",NA,"ANA","MARIA","Partido Nacional",48
"1737","CARVALLIDO",NA,"JOSE","V.","Partido Colorado",24
"1738","CARVALLIDO",NA,"JOSE","V.","Partido Colorado",25
"1739","CARVALLIDO",NA,"JOSE","V.","Partido Colorado",26
"1740","CARZOGLIO",NA,"EDUARDO",NA,"Partido Colorado",42
"1741","CASAL",NA,"PEDRO","M.","Partido Nacional",33
"1742","CASAL",NA,"ELBIO","M.","Partido Nacional",40
"1743","CASALAS",NA,"ANA","MARIA","Nuevo Espacio",44
"1744","CASALAS",NA,"ANA","MARIA","Nuevo Espacio",45
"1745","CASANOVA",NA,"SILVANA",NA,"Partido Nacional",47
"1746","CASANOVA",NA,"SERGIO",NA,"Partido Nacional",48
"1747","CASARAVILLA",NA,"JACINTO",NA,"Partido Colorado",28
"1748","CASARAVILLA",NA,"JACINTO",NA,"Partido Colorado",29
"1749","CASARAVILLA","Y VIDAL","PEDRO",NA,"Partido Nacional",22
"1750","CASARETTO",NA,"FEDERICO",NA,"Partido Nacional",46
"1751","CASARTELLI",NA,"VICTORIO",NA,"Frente Amplio",44
"1752","CASARTELLI",NA,"VICTORIO",NA,"Frente Amplio",45
"1753","CASAS","ARAUJO","JULIO",NA,"Partido Nacional",31
"1754","CASAS","ARAUJO","JULIO",NA,"Partido Nacional",32
"1755","CASAS",NA,"ALBERTO",NA,"Partido Nacional",45
"1756","CASAS",NA,"ALBERTO",NA,"Partido Nacional",46
"1757","CASAS","RODRIGUEZ","LEAN",NA,"Frente Amplio",44
"1758","CASAS",NA,"ALBERTO",NA,"Partido Nacional",47
"1759","CASCO",NA,"JUAN","M.","Partido Nacional",29
"1760","CASSINA",NA,"CARLOS",NA,"Frente Amplio",42
"1761","CASSINA",NA,"CARLOS",NA,"Partido por el Gobierno del Pueblo",43
"1762","CASSINA",NA,"ALBA",NA,"Partido Colorado",42
"1763","CASSINONI",NA,"MARIO",NA,"Partido Socialista",37
"1764","CASSOU",NA,"NELLY","ROSA","Partido Nacional",42
"1765","CASTAINGDEBAT",NA,"ARMANDO",NA,"Partido Nacional",49
"1766","CASTAINGDEBAT",NA,"ARMANDO",NA,"Partido Nacional",48
"1767","CASTAINGDEBAT",NA,"ARMANDO",NA,"Partido Nacional",46
"1768","CASTAINGDEBAT",NA,"ARMANDO",NA,"Partido Nacional",47
"1769","CASTELLANOS",NA,"GUSTAVO",NA,"Partido Colorado",36
"1770","CASTELLANOS",NA,"DANIEL",NA,"Partido Colorado",34
"1771","CASTELLANOS",NA,"DANIEL",NA,"Partido Colorado",35
"1772","CASTELLANOS",NA,"DANIEL",NA,"Partido Colorado",36
"1773","CASTELLANOS",NA,"RUBEN",NA,"Partido Nacional",38
"1774","CASTELLANOS",NA,"GUSTAVO",NA,"Partido Colorado",34
"1775","CASTELLI",NA,"HUMBERTO",NA,"Partido Colorado",29
"1776","CASTELLI",NA,"HUMBERTO",NA,"Partido Nacional",31
"1777","CASTELLI",NA,"HUMBERTO","L.","Partido Nacional",39
"1778","CASTELLI",NA,"HUMBERTO","L.","Partido Nacional",40
"1779","CASTIGLIONI","ALONSO","JUAN",NA,"Partido Nacional",39
