"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura","cluster_id","id_unificado"
"RODRIGUEZ","FILLIPINI","HUGO","","Frente Amplio","43",6535,6517
"RODRIGUEZ","IBARBURU","OSCAR","","Partido Nacional","38",6543,6543
"RODRIGUEZ","","JOSE","PEDRO","Frente Amplio","44",6544,6456
"RODRIGUEZ","ROCHA","OSCAR","","Partido Colorado","33",6548,6543
"RODRIGUEZ","GALVEZ","CARLOS","","Frente Amplio","47",6550,6459
"RODRIGUEZ","ALVEZ","CARLOS","","Frente Amplio","48",6550,6459
"RODRIGUEZ","GALVEZ","CARLOS","","Frente Amplio","49",6550,6459
"RODRIGUEZ","","JUAN","MARTIN","Partido Nacional","49",6453,6453
"RODRIGUEZ","CORREA","JUAN","","Partido Colorado","35",6457,6453
"RODRIGUEZ","","HUGO","","Partido Nacional","47",6517,6517
"RODRIGUEZ","","JUAN","C.","Partido Nacional","47",6453,6453
"RODRIGUEZ","","RAMON","R.","Partido Nacional","47",6579,6579
"RODRIGUEZ","","JUAN","C.","Partido Nacional","48",6453,6453
"RODRIGUEZ","","HUGO","","Partido Nacional","48",6517,6517
"RODRIGUEZ","","RAMON","","Partido Colorado","48",6595,6579
"RODRIGUEZ","CORREA","MANUEL","","Partido Colorado","38",6525,6445
"RODRIGUEZ","","RAUL","","Asamblea Popular","46",6600,6505
"RODRIGUEZ","FABREGAT","ENRIQUE","","Partido Colorado","38",6448,6448
"RODRIGUEZ","CORREA","MANUEL","","Partido Colorado","37",6525,6445
"RODRIGUEZ","","HECTOR","","Partido Laborista","37",6606,6455
"RODRIGUEZ","","JOSE","","Partido Colorado","34",6608,6456
"RODRIGUEZ","CORREA","MANUEL","","Partido Colorado","34",6525,6445
"ROMEU","","JOSE","","Partido Nacional","21",6635,6635
"ROMEU","","JOSE","","Partido Colorado","24",6636,6635
"ROSSI","","MARIO","","Partido Colorado General Fructuoso Rivera","28",6707,6707
"ROSSI","","MARIO","","Partido Colorado General Fructuoso Rivera","31",6707,6707
"ROSSI","","MARIO","","Partido Comuna","46",6713,6707
"ROVIRA","","ALEJANDRO","","Partido Colorado","40",6718,6718
"ROVIRA","","ALEJANDRO","","","41",6719,6718
"RUBIO","","EDUARDO","","Frente Amplio","45",6734,6734
"RUBIO","","EDUARDO","JOSE","Partido Colorado","48",6741,6734
"SANCHEZ","","AMADOR","","Partido Nacional","26",6854,6854
"SANCHEZ","","AMADOR","","Partido Nacional","27",6854,6854
"SANCHEZ","","AMADOR","","Partido Nacional","30",6854,6854
"SANCHEZ","","AMADOR","","Partido Nacional Independiente","31",6857,6854
"SANCHEZ","","AMADOR","","Partido Nacional Independiente","34",6857,6854
"SANCHEZ","","AMADOR","","Partido Nacional Independiente","35",6857,6854
"SANCHEZ","","ALEJANDRO","","Frente Amplio","48",6873,6873
"SANCHEZ","","ALEJANDRO","","Frente Amplio","47",6873,6873
"SANCHEZ","","ALEJANDRO","","Frente Amplio","49",6873,6873
"SANCHEZ","","ALEJANDRO","","Partido cuatro puntos cardinales","46",6879,6873
"SANTAMARINA","","EDEN","MELO","Frente Amplio","42",6914,6914
"SANTAMARINA","","EDEN","MELO","Partido por el Gobierno del Pueblo","43",6915,6914
"SANTAMARINA","","EDEN","MELO","Partido Colorado","44",6916,6914
"SARALEGUI","","MIGUEL","","Partido Democrata Cristiano","39",6952,6952
"SARALEGUI","","MIGUEL","","Partido Democrata Cristiano","38",6952,6952
"SARALEGUI","","MIGUEL","","Union Civica","37",6954,6952
"SARAVIA","","JORGE","","Frente Amplio","46",6960,6960
"SARAVIA","","MAURO","","Partido Colorado","38",6971,6971
"SARAVIA","","MAURO","","Partido Colorado","39",6971,6971
"SARAVIA","","JORGE","","Partido Nacional","47",6974,6960
"SARAVIA","","MAURO","","Partido Nacional","38",6978,6971
"SENCION","","FULGENCIO","P.","Concentracion Colorada","29",7090,7090
"SENCION","","FULGENCIO","P.","Concordancia Colorada","31",7091,7090
"SILVA","VARELA","JORGE","","Partido Colorado","37",7143,7143
"SILVA","ROTTA","JORGE","","Partido Colorado","45",7143,7143
"SILVA","","JORGE","","Partido Democratico Unido","48",7157,7143
"SILVEIRA","","GUSTAVO","","Partido Nacional","43",7175,7175
"SILVEIRA","","GUSTAVO","","Partido Nacional","45",7175,7175
"SILVEIRA","","GUSTAVO","","Partido Colorado","47",7180,7175
"SOARES","NETTO","EDMUNDO","","Frente Izquierda de Liberacion","40",7231,7231
"SOARES","NETTO","EDMUNDO","","Frente Amplio","41",7232,7231
"SOLARES","","ALFREDO","J.","Partido Nacional","29",7244,7244
"SOLARES","","ALFREDO","J.","Partido Nacional","30",7244,7244
"SOLARES","","ALFREDO","J.","Partido Nacional","31",7244,7244
"SOLARES","","ALFREDO","J.","Partido Nacional Independiente","35",7247,7244
"SOLARES","","ALFREDO","J.","Partido Nacional Independiente","36",7247,7244
"SOSA","ACOSTA","HERIBERTO","","Frente Amplio","42",7270,7270
"SOSA","ACOSTA","HERIBERTO","","Partido por el Gobierno del Pueblo","43",7271,7270
"SOSA","","HERIBERTO","","Union Popular","48",7288,7270
"SUAREZ","","JUAN","CARLOS","Partido Colorado","37",7348,7348
"SUAREZ","LORENZO","PEDRO","","Partido Nacional","41",7350,7350
"SUAREZ","LORENZO","PEDRO","","Partido Nacional","43",7350,7350
"SUAREZ","LORENZO","PEDRO","","Partido Nacional","44",7350,7350
"SUAREZ","","ALBERTO","C.","Partido Comunista del Uruguay","35",7359,7359
"SUAREZ","","ALBERTO","C.","Frente Izquierda de Liberacion","38",7360,7359
"SUAREZ","","ALBERTO","C.","Frente Izquierda de Liberacion","40",7360,7359
"SUAREZ","","JUAN","PEDRO","Partido Nacional","29",7363,7348
"SUAREZ","","JUAN","PEDRO","Partido Nacional","30",7363,7348
"SUAREZ","","JUAN","PEDRO","Partido Nacional","31",7363,7348
"SUAREZ","","JUAN","PEDRO","Partido Nacional","32",7363,7348
"SUAREZ","","PEDRO","","Partido Nacional","47",7350,7350
"SUAREZ","","JUAN","PEDRO","Frente Amplio","47",7373,7348
"SUAREZ","","PEDRO","","Frente Amplio","47",7377,7350
"SUAREZ","","JUAN","","Partido Nacional","48",7363,7348
"SUAREZ","","MARIA","DE","Partido Nacional","48",7383,7383
"SUAREZ","","PEDRO","","Frente Amplio","48",7377,7350
"SUAREZ","","MARIA","LUISA","Partido de los Trabajadores","45",7385,7383
"TEJERA","","ADOLFO","","Partido Nacional Independiente","34",7428,7428
"TEJERA","","ADOLFO","","Partido Nacional Independiente","35",7428,7428
"TEJERA","","ADOLFO","","Partido Nacional","37",7430,7428
"TEJERA","","ADOLFO","","Partido Nacional","39",7430,7428
"TERRA","","JOSE","LADISLAO","Partido Nacional","33",7443,7443
"TERRA","","JUAN","PABLO","Partido Democrata Cristiano","40",7444,7444
"TERRA","","JUAN","PABLO","Frente Amplio","41",7445,7444
"TERRA","AROCENA","HORACIO","","Union Civica","34",7447,7447
"TERRA","AROCENA","HORACIO","","Union Civica","35",7447,7447
"TERRA","AROCENA","HORACIO","","Union Civica","36",7447,7447
"TERRA","AROCENA","HORACIO","","Union Civica","37",7447,7447
"TERRA","","JOSE","LADISLAO","","21",7457,7443
"TERRA","AROCENA","HORACIO","","Partido Democrata Cristiano","38",7461,7447
"TRIAS","","VIVIAN","","Partido Socialista","37",7567,7567
"TRIAS","","VIVIAN","","Partido Socialista","38",7567,7567
"TRIAS","","VIVIAN","","Frente Amplio","41",7569,7567
"URIARTE","","CARLOS","","Partido Nacional","26",7630,7630
"URIARTE","","CARLOS","MARIA","Partido Colorado","49",7632,7630
"URIOSTE","OLIVERA","CESAR","","Partido Nacional","29",7639,7639
"URIOSTE","OLIVERA","CESAR","","Partido Nacional","30",7639,7639
"URIOSTE","OLIVERA","CESAR","","Partido Nacional","31",7639,7639
"URIOSTE","OLIVERA","CESAR","","Partido Colorado","29",7645,7639
"VAILLANT","","VICTOR","","Partido Colorado","42",7668,7668
"VAILLANT","","VICTOR","","Frente Amplio","46",7669,7668
"VAILLANT","","VICTOR","","Partido Colorado","44",7668,7668
"VARZI","","PABLO","","","24",7709,7709
"VARZI","","PABLO","","Partido Colorado","25",7710,7709
"VASCONCELLOS","","HECTOR","","Partido por la Tradicion Colorada","31",7711,7711
"VASCONCELLOS","","HECTOR","","Partido Colorado","29",7718,7711
"VASCONCELLOS","","HECTOR","","Partido Colorado","31",7718,7711
"VAZQUEZ","","WASHINGTON","","Partido Colorado","40",7744,7744
"VAZQUEZ","","WASHINGTON","","Partido Colorado","41",7744,7744
"VAZQUEZ","VARELA","JACOBO","","Partido Colorado","33",7747,7747
"VAZQUEZ","VARELA","JACOBO","","Partido Nacional","33",7752,7747
"VAZQUEZ","","WASHINGTON","","Partido Federal","39",7762,7744
"VIERA","","EDUARDO","","Frente Izquierda de Liberacion","39",7875,7875
"VIERA","","EDUARDO","","Frente Izquierda de Liberacion","40",7875,7875
"VIERA","","EDUARDO","","Frente Amplio","41",7877,7875
"VIERA","","EDUARDO","","Frente Amplio","43",7877,7875
"VIEYTE","","MIGUEL","","Partido por la Tradicion Colorada","32",7903,7903
"VIEYTE","","MIGUEL","","Partido Colorado","34",7904,7903
"VIEYTE","","MIGUEL","","Partido Colorado","35",7904,7903
"WILLIMAN","","CLAUDIO","","Partido Nacional","42",7978,7978
"WILLIMAN","","CLAUDIO","","Partido Colorado","21",7979,7978
"WILLIMAN","","CLAUDIO","","Partido Colorado","22",7979,7978
"XIMENEZ","","ISAIAS","","Partido Colorado","27",7990,7990
"XIMENEZ","","ISAIAS","","Partido Colorado","28",7990,7990
"XIMENEZ","","ISAIAS","","Partido Colorado Radical","29",7992,7990
"XIMENEZ","","ISAIAS","","Partido Colorado","30",7990,7990
"XIMENEZ","","ISAIAS","","Partido Colorado","31",7990,7990
"YANES","","HORACIO","","Nuevo Espacio","44",7997,7997
"YANES","","HORACIO","","Nuevo Espacio","45",7997,7997
"YANES","","HORACIO","","Frente Amplio","46",7999,7997
"YANES","","HORACIO","","Frente Amplio","47",7999,7997
"ZABALZA","","PEDRO","","Partido Nacional","40",8013,8013
"ZABALZA","","PEDRO","","Partido Nacional","41",8013,8013
"ZABALZA","ARROSPIDE","PEDRO","","Partido Nacional","38",8013,8013
"ZABALZA","","PEDRO","","Partido Nacional","37",8013,8013
"ZABALZA","","PEDRO","","Partido Blanco","36",8017,8013
"ZABALZA","","PEDRO","","Partido Nacional","38",8013,8013
